url,status,PageRank
https://www.codeigniter.com/user_guide/database/queries.html,legitimate,5
https://www.latrobe.edu.au/staff/passwords/reset-password,legitimate,5
https://www.motortrendondemand.com/,legitimate,5
http://www.positech.co.uk/support/videocards.html,legitimate,4
https://www.thepennyhoarder.com/make-money/side-gigs/search-engine-evaluator-jobs/,legitimate,5
https://www.kogama.com/news/50/,legitimate,3
https://www.webpronews.com/technology/securitypronews/,legitimate,5
https://www.raz-kids.com/main/BookDetail/id/1352/from/quizroom/languageId/1,legitimate,4
https://www.pogo.com/,legitimate,4
https://readonlyrest.com/free/,legitimate,3
http://www.voiptest.org/voip_for_home.html,legitimate,2
https://secure.skinnerinc.com/my-skinner/my-bids.asp,legitimate,3
http://www.zytrax.com/tech/layer_1/cables/tech_lan.htm,legitimate,5
https://altered-carbon.fandom.com/wiki/Sleeves,legitimate,3
https://portal.specialolympics.ca/login,legitimate,2
http://leitesculinaria.com/107992/recipes-gochujang.html,legitimate,5
https://animalcrossing.fandom.com/wiki/Katrina,legitimate,5
https://smlr.rutgers.edu/content/participatory-management-certificate-program,legitimate,4
https://mices.co/,legitimate,3
https://www.wikidata.org/wiki/Q6581097,legitimate,6
http://www.websense.com/content/support/library/email/v80/esg_encryption/mandatory_tls_esg.aspx,legitimate,5
http://www.virtualmedstudent.com/links/physiology/cardiac_output.html,legitimate,3
https://olympics.com/en/sports/table-tennis/,legitimate,5
https://www.singaporeathletics.org.sg/2019-hanoi-international-heritage-marathon,legitimate,3
https://discountcode.dailymail.co.uk/zalando,legitimate,3
http://buildingdefectanalysis.co.uk/damp/rising-damp-an-update-for-2015/,legitimate,2
https://www.sprint.com/en/support.html?INTNAV=TopNav:Support:Supportcenter,legitimate,5
https://www.buypowercard.com/login/,legitimate,4
https://www.pluribusnetworks.com/products/white-box-os/,legitimate,4
https://www.foodbeast.com/news/tacobell-chicken-shell/,legitimate,5
https://upserve.com/restaurant-insider/3-common-reasons-restaurant-employee-turnover/,legitimate,5
https://principleformac.com/,legitimate,5
https://www.isurv.com/info/1107/residential_and_commercial_dispute_resolution/4212/alternative_methods_of_dispute_resolution/4,legitimate,4
https://www.naturesbest.co.uk/glucosamine-and-associated-products/msm-1000mg/,legitimate,4
https://www.coca-cola.com/,legitimate,5
https://swtransit.org/sw-prime/,legitimate,4
https://skrillreview.wordpress.com/,legitimate,0
https://plugonline.mystrikingly.com/,legitimate,0
https://www.indovinabank.com.vn/,legitimate,3
https://www.msn.com/en-xl/,legitimate,6
https://nerdtechy.com/best-cable-modem-wifi-router-combo,legitimate,4
https://sketchfab.com/3d-models/popular,legitimate,6
