url,status,PageRank
https://www.usc.edu.au/study,legitimate,5
https://beksstore.com/terms-and-conditions/,legitimate,2
https://www.shea-online.org/,legitimate,4
http://www.literaturepage.com/authors/Alexandre-Dumas.html,legitimate,4
https://www.showgroup.com.au/proposal-section/spotlight-on-our-services-3/appendix-g-american-express-corporate-card/,legitimate,2
https://www.cokesolutions.com/contact-us.html,legitimate,3
https://drmarkgriffiths.wordpress.com/2013/04/20/breath-duties-a-brief-look-at-gas-mask-fetishism/,legitimate,4
https://forums.linuxmint.com/viewtopic.php?t=181918,legitimate,5
https://www.assembly.ca.gov/committees,legitimate,4
https://www.blazetv.com/category/louder-with-crowder,legitimate,4
https://interactive.manh.com/products/order-management,legitimate,2
https://www.boston25news.com/weather/,legitimate,5
https://login.ccgmail.net/,legitimate,1
https://www.westminster.org.uk/partnerships/widening-access/,legitimate,4
https://www.orionvm.com/2019/04/creating-leg-hyper-scale-cloud-vendors-orionvm-advantage/,legitimate,4
https://sellers.mercadolibre.com/news/how-to-enable-authy-security-check-for-my-account/,legitimate,3
https://sharetv.com/shows/the_amazing_race,legitimate,4
https://www.trustford.co.uk/make-a-payment/,legitimate,3
https://nytimesineducation.com/register/,legitimate,4
https://ome.tv/,legitimate,5
https://starcosmos.en.alibaba.com/company_profile.html,legitimate,3
https://www.engineeringtoolbox.com/office-paper-sizes-d_213.html,legitimate,5
https://www.muse-themes.com/blogs/news/7722357-embedding-a-search-bar-in-adobe-muse-google-custom-search,legitimate,3
http://sqa.fyicenter.com/1000194_Test_MAC_Address_Generator.html,legitimate,3
https://www.letsferry.com/,legitimate,3
https://hsi.com/,legitimate,4
https://wiki.rocrail.net/doku.php,legitimate,4
https://railroadsignals.us/other/lanterns/,legitimate,4
https://www.coned.com/en/login,legitimate,5
https://www.lwtears.com/kwt,legitimate,4
https://www.xatakandroid.com/tutoriales/como-traducir-pagina-web-usando-traductor-google-para-android,legitimate,4
https://topg.org/Minecraft,legitimate,4
http://www.studiowestdancecentre.com/schedule-and-registration.html,legitimate,0
https://portal.myguardiangroup.com/password/recover,legitimate,2
https://www.free-online-calculator-use.com/square-root-calculator.html,legitimate,4
https://www.algarprime-properties.com/contact,legitimate,1
https://typeanatomy.com/#_=_,legitimate,5
https://www.ezilon.com/business/food_and_related_products/food_processing/index.shtml,legitimate,5
https://rewardz.sbi/MemberLogin.aspx,legitimate,3
https://retail.santander.co.uk/,legitimate,3
https://www.zipshare.com/loginMediaFire,legitimate,4
https://www.equitablebank.ca/invest-and-save/high-interest-savings-accounts,legitimate,4
https://www.jjshouse.com/,legitimate,5
https://jobs.localjobnetwork.com/job-descriptions/computer-hardware-engineer-job-description,legitimate,4
https://truthout.org/articles/giving-up-your-bank-for-lent/,legitimate,5
https://www.wallpaperup.com/resolutions,legitimate,4
https://www.americantourister.co.uk/,legitimate,4
https://royalcitysax.com/,legitimate,1
"https://vim.fandom.com/wiki/Copy,_cut_and_paste",legitimate,4
https://retail.economictimes.indiatimes.com/news/e-commerce/e-tailing/trump-orders-crackdown-on-counterfeit-sales-online/68721736,legitimate,4
https://w3techs.com/technologies/overview/content_delivery,legitimate,6
https://greysanatomy.fandom.com/wiki/Seriously,legitimate,4
https://www.worlds50bestbars.com/previous-list/2018?ist=1,legitimate,4
https://www.picbow.com/features/photo-grid-online.html,legitimate,3
https://www.nwlhomes.org/customer-login,legitimate,2
http://globe-views.com/dreams/money.html,legitimate,3
http://myregexp.com/,legitimate,4
https://www.faasafety.gov/login/,legitimate,5
https://solve.mit.edu/challenges/early-childhood-development,legitimate,4
https://www.pcoptimum.ca/company-policy/terms-and-conditions,legitimate,4
https://www.childsupport.ny.gov/dcse/iex_notice.html,legitimate,4
https://www.statecustodians.com.au/,legitimate,3
https://pointofsale.com/as-a-company-with-a-cause-beyond-attracts-top-sales-talent/,legitimate,4
https://www.kgw.com/Weather,legitimate,5
https://www.changerecruitmentgroup.com/news/tesco-bank-and-aws-our-journey-to-the-cloud,legitimate,3
https://www.dennys.com/,legitimate,5
https://sco.wikipedia.org/wiki/File:Nvidia_logo.svg,legitimate,5
https://www.roughcountry.com/lighting-and-accessories/light-mounts-and-brackets.html,legitimate,4
https://www.digicommerce.in/ecommerce-seller-fees-calculator/,legitimate,2
https://secure.ssa.gov/RIL/SiView.action,legitimate,5
https://appetize.io/,legitimate,4
https://in.mathworks.com/login,legitimate,5
https://schema.org/HowTo,legitimate,7
https://my-compliance.co.uk/users/login,legitimate,4
https://www.cargo-office.com/login.aspx,legitimate,2
https://www.ibackup.com/backup-faq/faq_sub.htm,legitimate,4
https://www.belkin.com/us/collections/chrome-os/universal-hdmi-to-vga-adapter-with-audio/p/p-b2b137/,legitimate,6
https://www.sfei.org/it/gis/map-interpretation/topographic-map-interpretation,legitimate,4
https://www.greenbot.com/article/2825064/how-to-take-a-screenshot-on-your-android-phone.html,legitimate,5
https://www.yubico.com/,legitimate,6
