url,status,PageRank
http://kromatika-finance.xyz,phishing,0
http://www.vivevasvsi.ce.owcafr.top/LAuCvx4R/page1.php,phishing,0
https://comusoportecam-produccion.appspot.com/#/,phishing,0
https://mewwallet.me/,phishing,0
http://www.viavcasevcesei.visvasveeascoiras.cjsuye.icu/k7OIMyJhEU/page1.php,phishing,0
http://genehmigencorner.com/erstattung/,phishing,0
https://o2q3ve.webwave.dev/,phishing,0
https://www.goun-etc-jp.popind.azzkmcx.cn/jp,phishing,0
https://uihakagtjp.duckdns.org/,phishing,0
https://bnajaqoowqoam910nnawjdqwkqw.myportfolio.com/,phishing,0
https://u5wbsg.webwave.dev/,phishing,0
https://escuelahalal.com/layouts/trr/raiff/clients/login.php?verification,phishing,2
https://zouqopovui.duckdns.org/,phishing,0
https://lxg.pieceid.top/,phishing,0
https://doswinposit-bors83.narivortu.cf/?tranzakt38496,phishing,0
https://shahidulislam32.github.io/Module-Practice-Facebook/,phishing,1
http://supportteam341674601.click/,phishing,0
https://netflix-konto-no.com/app/,phishing,0
https://ehsiuskema.duckdns.org/,phishing,0
https://m5322sb4adsa.movea-med.de/ouiiigalikjs5/,phishing,0
https://vidio.kayes.viral.2022.dnsme.eu.org/,phishing,0
https://govgr-tax.firebaseapp.com/,phishing,0
https://gteweydael.duckdns.org,phishing,0
https://innovationrange.com/v18galiq,phishing,0
https://inpost-pl-xz5512.rokus.xyz/tracking81790464,phishing,0
https://ongrvolods.duckdns.org/,phishing,0
https://forms.office.com/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAANAAUvUcVpUQzNGVlY2RTE2MFBWS0U5RDNYREdWTE9RMi4u,phishing,6
http://helpdeliverypackages.com/,phishing,0
http://www.vsvieivscaceeiv.vciaseveeaasais.zteusu.top/LAuCvx4R/page1.php,phishing,0
http://www.myjseaecacrsaeecob.oaoaa.jjglsw.top/uWBRvZ8quj/page1.php,phishing,0
https://proaamerii.shop/,phishing,0
https://vyixwx.webwave.dev/,phishing,0
https://gtwmnnglob.duckdns.org,phishing,0
https://hydrowhales.freemint-web.com/,phishing,0
https://ecwohphtna.duckdns.org,phishing,0
https://onedrive-secured.s3.us-west-004.backblazeb2.com/onedrive/index.html,phishing,0
https://ray-gifts.netlify.app/,phishing,0
https://shared-files.messseg.workers.dev/,phishing,0
https://wnzxkyjkag.duckdns.org,phishing,0
http://lipnmwypzw.duckdns.org/,phishing,0
https://bacred0matic.webcindario.com,phishing,0
http://www.seacseccacsrirono.aseaecssacrooaaoeosnmer.afohvv.top/k7OIMyJhEU/page1.php,phishing,0
https://optusnet-com.blogspot.com/,phishing,0
https://ynbtpjubux.duckdns.org/,phishing,0
http://www.reverieblue.com/wp-content/themes/home/images/drop/dropbox/6a01c7d4c12caa64e9974db256493207/,phishing,0
https://sfebjzjymd.duckdns.org/,phishing,0
https://gleesoncivil.com.au/mtbd/M&T/login.php,phishing,1
https://mutant-hideout.xyz/?utm_source=idl,phishing,0
https://etatrecharge.com,phishing,0
https://bafybeifcae2us35myunetoa2clnt6j4n74jj65tcrwhgogskztyo4qhjkm.ipfs.w3s.link/DOCUSIGN.HTML,phishing,0
http://verificaportalepagamenti.com/,phishing,0
http://www.eki-net.comn-aesaccecceea.mroqjj.top/jp.php,phishing,0
https://conferindo-gastosonline-oficial.com/luiza/?userID=&uri=r+7/gCfAI0f6czGP9trxVdxnyku+4Fy8CsLIoZEo91Q=,phishing,0
https://secure-huntingtounn.x10.mx/scms/index.php,phishing,0
http://debts-collections.com,phishing,0
https://secure.enterpriseapproach.com/SiQrTCa0J14b/#accounts@centrica.com,phishing,0
https://jorrrspxss.duckdns.org/,phishing,0
https://sqrmnwae.gq/,phishing,0
http://www.vivieevscavcai.vicvsvecveaeii.hjxsle.top/LAuCvx4R/page1.php,phishing,0
http://pinkmaids.sg/ch4/,phishing,2
https://lps.daizyteamsonline.com/bi_clc_es_dai/?coc=ld_gt_ytbrf50018_2589_bi&amp;target=&amp;utm_campaign=19519314705&amp;utm_adgroup=145447319736&amp;keyword=&amp;placement=youtube.com&amp;network=ytv&amp;curr_city=9069801&amp;device=m&amp;creative=644432087729&amp;targetid=&amp;feedtimeid=&amp;adposition=&amp;device_model=&amp;serial=&amp;gclid=CjwKCAiA_vKeBhAdEiwAFb_nrfCRffG0CcoJiVROY0ONR3NARpN_pU5cDiVeISzv_ydClzqtVgc_dxoCohEQAvD_BwE,phishing,0
http://lebedef66.beget.tech/600/?swap,phishing,0
https://lwxwmuujbn.duckdns.org/,phishing,0
https://francesclienstes.com/galicia/,phishing,0
http://defihosts.net,phishing,0
http://3656aa.net/,phishing,0
http://aecco.royalpapercups.com/jp.php,phishing,0
https://bafybeib6mnx5nza4tvcm64kuq6a5pcjyw7doftqeveuk22tpf5l53apqsm.ipfs.w3s.link/2authlogin.html,phishing,0
http://applezer.co.vu/smz.html,phishing,0
https://print0ffce.rec6110.workers.dev/,phishing,0
https://central-ebt-info.com/UPS-Delivery-Services-023/,phishing,0
http://cgltreeservices.com/comsx/,phishing,0
https://rgb-events.nl/Ibk-WebClientes,phishing,0
http://naszdobiegniew.pl/inse.nhpn/login.jsp.php,phishing,0
https://viillpwrk.shop/,phishing,0
http://www.vsvecsoicseavcia.c.zqawii.top/k7OIMyJhEU/page1.php,phishing,0
https://etthghsg777.iylilihlihk.repl.co/,phishing,0
http://michelearris.com/cajapiura.pe/,phishing,2
http://whatsapas.xyz/,phishing,0
https://amende-gouv.net/,phishing,0
http://www.viaiesvccaevsvi.vcscveeveavsi.qzswkk.top/LAuCvx4R/page1.php,phishing,0
https://restrizioneportale-utente.com/,phishing,0
https://speaknoevilsnl2.blogspot.com/,phishing,0
https://square-tooth-6e6c.deemgriff6215168.workers.dev/,phishing,0
https://gionaagricoleauthenca.web.app/,phishing,0
