url,status,PageRank
https://ytuj.h89euwyt.cn/,phishing,0
https://dev-uysxpecyr.pantheonsite.io,phishing,0
https://jaybbcdkyz.duckdns.org/,phishing,0
https://evolua-cop.blogspot.com/,phishing,0
http://acp-bremen.com/,phishing,0
https://web.logodesign.net/preview/08f15d14?device=desktop,phishing,0
https://www.la-fregate.com/upp/index.php?i=i&amp;0=aaaa@example.jp,phishing,2
https://arsmtp000y2.firebaseapp.com/,phishing,0
https://metafb-dwnyt6x.firebaseapp.com/,phishing,0
https://connecct-login.aidanharold.com/,phishing,0
https://markusq.tk/.well-known/4dcb4b3bea0deea9d7c10dda0873c6fa.php,phishing,0
https://fixwalletmigrates.live/wallet.php,phishing,0
https://slategreyhighleveldemoware.presetnta.repl.co/des/index.php,phishing,0
http://www.saaaaaeeeiescssceoe.saaccacerseoorria.umkykk.top/k7OIMyJhEU/page1.php,phishing,0
https://romadaplius.lt/,phishing,-1
http://ipixacademy.com/index.html,phishing,0
https://info.dan.ske.dokument.34-237-124-147.cprapid.com/id/finlogin.php,phishing,0
https://wtielrxrtc.duckdns.org,phishing,0
http://post-ch.id5832.xyz/layouts/,phishing,0
https://hiperfreitas.com/hipercard/inicio/,phishing,0
http://www.saiseocn-co-jp.accaordese.fsgssi.top/,phishing,0
https://juloicbcoq.duckdns.org/,phishing,0
https://seehere.trainercentral.com/,phishing,0
http://server-nymyq3.ml/TMShelpdesk/,phishing,0
http://bitkub.prostore.ru/index,phishing,0
https://zdijyxwefb.duckdns.org/,phishing,0
https://securityonline.sytes.net/,phishing,0
http://zsaegfbrer.c1.biz/,phishing,0
https://susangerd.ir/refcheck/Old.html,phishing,2
https://dbcop.org/cbase/CB/wallet.html,phishing,2
https://slowlinebag.jp/wp-content/cache/login/glycosine/urechitoxin_archicleistogamy.html,phishing,-1
https://www.fniib96ged.xyz/,phishing,0
https://rdtfmzhowf.duckdns.org/,phishing,0
https://nqhnbhgqsy.duckdns.org/,phishing,0
http://server-uewit6.gq/,phishing,0
https://kezlytpznf.duckdns.org/,phishing,0
