url,status,PageRank
https://popsicle-c5509.firebaseapp.com/,phishing,0
https://steamcomnununity.com/profilies/76561199126434627,phishing,0
https://vcuxtukqcj.duckdns.org/,phishing,0
https://bafybeielp4bzupqhzrtvdmrr6i3vrqta5wgyulmngppxlyr4ieymjcyze4.ipfs.dweb.link/linkedin.html,phishing,0
https://rcuorl.org/,phishing,0
http://accessobperbanca.zapatradex.com/,phishing,0
https://mewalls.com/,phishing,0
http://remittance.ausnep.com/,phishing,0
https://proximus1.weebly.com/,phishing,0
http://napgarena.vn/,phishing,0
http://eth-network.live,phishing,0
http://connecttele.live,phishing,0
https://cpdsgrufvj.duckdns.org/,phishing,0
http://www.visaevvcsoeissiver.oea.orcbvv.top/k7OIMyJhEU/page1.php,phishing,0
http://www.myjaeasoeb.myjoaaeecb.xakv.top/,phishing,0
https://ripristinacredenzialisospette.com/,phishing,0
https://isoxzawa.top/jp,phishing,0
https://7877859a-4a88-431b-9e8b-39d1a1b7169e.en-metam.com/Connect.php?user=true,phishing,0
https://mercado.pago.email/,phishing,0
https://lciaud.com/aU3V2/?ZtFZiQfioQrF81PWxqawoSvmPTZXI6TU6aElGJKSgeu7gEaF0d55Q8gXpYfxiOEIWKriFyRxO59TkmwGHz9seueSeZnTPKz0agreuWwdEjfDDbmmsG8N1rtguP3tPNyeqMaaLnPBjQJIOzKRL0z8ykAnrHvCb1itNV0wfVGrz9=,phishing,0
https://solicitud-aprobada.lnbkperu2023.top/,phishing,0
https://appsctrl01.web.app/,phishing,0
http://www.westernunionverify.rwstaffing.com/verification/,phishing,0
https://bag6--minracrf3.repl.co/des/index.php,phishing,0
http://www.vivievsaveeai.vivsvceaaaei.gffhis.top/LAuCvx4R/page1.php,phishing,0
http://blockchainwebcheck.com,phishing,0
https://pccyjtllme.duckdns.org/,phishing,0
https://dein-portal-kunde.de-main.latitud.ru/mein-portal/,phishing,0
https://capostae4.web.app/,phishing,0
https://www.jedigmbh.de/news,phishing,2
https://apptuts.bio/angelfatu?gclid=EAIaIQobChMIj8j7u__7_AIVMkFIAB19zgHLEAAYASAAEgJlJfD_BwE,phishing,4
https://pillarsofanation.com.au/ServiceCU/,phishing,0
https://nhqmwdioub.duckdns.org/,phishing,0
https://mmskwlemxi.duckdns.org/,phishing,0
http://vcst.vdtsrelh.ddnss.ch,phishing,0
http://www.irelandsissuesmagazine.com/form1/formpdf/e0cb93ccd49837f08910162c816b45a3/error.htm,phishing,0
https://dboeqbzmsz.duckdns.org/,phishing,0
https://hzneyimitr.duckdns.org/,phishing,0
https://0pd0tao.weebly.com/,phishing,0
http://hungarian-buyer-carrying-sitting.trycloudflare.com/,phishing,0
http://account-veriffication.tk/login2.html,phishing,0
https://t-mobil-28c13.web.app/,phishing,0
http://www.myjaescccsasoenaseeb.ceosnacoen.lingangbcy.xyz/k7OIMyJhEU/page1.php,phishing,0
https://reurl.cc/nOMxVl,phishing,5
https://www53rdcare-bcdff1.ingress-earth.ewp.live/53/FIFTH-THIRD%5Buser%5D/FIFTH-THIRD%5BContent%5D/login/ses/session_index.php,phishing,0
https://mysite-webmail-103051.weeblysite.com/,phishing,0
http://resettaportale-dati.com/,phishing,0
http://webuyworkshopequipment.com/wp-content/themes/sketch/js/SF_TRASH/c45b222914e3c78d/,phishing,0
http://www.seacisccaecrirsoona.seeascacrsoaeoaoeosnmer.ejvocy.top/k7OIMyJhEU/page1.php,phishing,0
http://www.viaaaaeeevesvcsceei.viacvacersvoerrsai.jhuejd.top/k7OIMyJhEU/page1.php,phishing,0
http://lively-evergreen-candytuft.glitch.me/indexxex.html,phishing,0
http://baradua.it/wp/wp-content/plugins/MADE/files/top.html,phishing,2
https://creditytimes.blogspot.com/?id=110,phishing,0
http://www.saaaieceesacseoe.sascsecoaiarser.ioxzyf.top/k7OIMyJhEU/page1.php,phishing,0
https://zmfjscihos.duckdns.org/,phishing,0
https://upload1docportal.myportfolio.com/,phishing,0
http://www.vaiccveaiccairvcrcaorsai.vieissaacirvoeainicrciaoeaosesonseosiren.b1ufnm.icu/k7OIMyJhEU/page1.php,phishing,0
http://www.spkabfrage.de/anmelden,phishing,0
https://beer.trahoon.top/,phishing,0
https://connect-login.menbou-oohara.com/,phishing,0
https://bncpromes.prorkrmmeriass.repl.co/,phishing,0
https://bafybeibzidjeph42xutwiktkpywgsf3dwm4bqzziuxpmxfftky5x35u4xy.ipfs.dweb.link/,phishing,0
http://www.vivevasvsi.ee.nsbjrf.top/LAuCvx4R/page1.php,phishing,0
https://yeogmmlsqc.duckdns.org/,phishing,0
http://lylkxxbcob.duckdns.org,phishing,0
https://oqchl.trity.top/,phishing,0
https://aliniwohi.com/?_=%2Fen%2Fwhere-we-work%2Fsrilanka%23LFBi4mwJSSMqm%2FrZOpfJ%2F%2BDHxq6RXy%2B6JA%3D%3D,phishing,0
http://206.81.15.214/,phishing,
http://wfgtitle.pms.co.tz/,phishing,0
https://nablogin.38894-au.online,phishing,0
