url,status,PageRank
http://www.crestonwood.com/router.php,legitimate,3
http://rgipt.ac.in,legitimate,3
http://www.mutuo.it,legitimate,2
http://vamoaestudiarmedicina.blogspot.com/,legitimate,0
https://www.astrologyonline.eu/Astro_MemoNew/Profilo.asp,legitimate,2
https://www.lifewire.com/tcp-port-21-818146,legitimate,6
https://technofizi.net/top-best-mp3-downloader-app-for-android-free-music-download/,legitimate,4
https://www.missfiga.com/,legitimate,2
https://www.chiefarchitect.com/,legitimate,4
http://www.2345daohang.com/,legitimate,2
http://www.game.co.uk/en/games/nintendo-switch/nintendo-switch/,legitimate,5
https://blog.hubspot.com/marketing/email-open-click-rate-benchmark,legitimate,7
http://sophie-world.com/games/port-and-starboard,legitimate,4
https://www.provenancevineyards.com/,legitimate,3
http://www.online-tech-tips.com/computer-tips/how-to-change-mac-address/,legitimate,5
http://www.enkiquotes.com/,legitimate,4
https://answers.yahoo.com/question/index?qid=20060914152716AAZTOSo,legitimate,5
https://www.chiostrodelbramante.it/,legitimate,5
http://yummy-cummy-in-my-tummy.tumblr.com,legitimate,0
http://www.j-net.cn/cms,legitimate,3
http://press-preview.weebly.com,legitimate,4
http://taccs.hu,legitimate,4
http://wiki.openstreetmap.org/wiki/Databases_and_data_access_APIs,legitimate,6
https://www.merriam-webster.com/dictionary/tabloid,legitimate,6
https://ru.wikipedia.org/wiki/MultiMedia_Card,legitimate,6
http://searchnetworking.techtarget.com/tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable,legitimate,5
http://support.brother.com/g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf,legitimate,5
http://www.excel-easy.com/examples/shortest-path-problem.html,legitimate,4
http://stattrek.com/statistics/dictionary.aspx?definition=standard%20error,legitimate,4
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,legitimate,3
https://en.wikipedia.org/wiki/NIC_Bank,legitimate,9
http://remontka.pro/mac-address/,legitimate,4
https://twitter.com/mimosagrillclt,legitimate,10
http://www.calculate.co.il/,legitimate,2
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,legitimate,5
https://www.markspcsolution.com/,legitimate,3
https://www.mummyandmini.com/,legitimate,3
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,legitimate,3
