url,status,PageRank
https://kyuhr.w7euw53.cn,phishing,0
https://lgervgfiwa.duckdns.org/,phishing,0
http://maxpolemas.online/,phishing,0
https://it-support-helpdesk-info.weebly.com/,phishing,0
https://rmfdwttnms.duckdns.org,phishing,0
http://14n3rstrctpage84.v6.navy/,phishing,0
https://bafybeifd4mktenvllaksaygftbrgrjm33lfwogt3lu5afxwrmahrfryyve.ipfs.dweb.link/,phishing,0
http://www.vivcecviasai.visvsai.ey2duy.icu/page1.php,phishing,0
https://onedlovedoc.fly.dev/,phishing,0
https://officiallion0001.com/wl/?id=m6W5RDEI65U98QKrdlQupduQubWc4dX9&fmode=download,phishing,0
http://resetportaledati.com/,phishing,0
https://segur1ebisaa.bisaepluss00.repl.co/des/index.php,phishing,0
https://barbershop-chairs.by/.metadata/portal/clients/login.php?verification#_login&amp;appIdKey=3775fd7e98737d5&amp;country=RO,phishing,2
https://adapteri-maimiri.firebaseapp.com/,phishing,0
https://kxrcicarhv.duckdns.org/,phishing,0
http://www.myjaeasceb.myjaaacecb.djkew.top/,phishing,0
http://icentra.com/csss/wbm/index.php,phishing,4
https://distribuidorapinheiro.com.br/dkb-kunde/konto/open.php,phishing,0
https://ensmaxis.live/,phishing,0
https://www-cr-mufg-jp.yvanchen.xyz,phishing,0
http://aquilacontracts.com/spaceship/index.php,phishing,0
http://www.vivsisavccais.ea.inqpwc.top/LAuCvx4R/page1.php,phishing,0
https://zoblrjsdgo.duckdns.org,phishing,0
http://computertechs.com/log-in/login.php?7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e=,phishing,1
https://marketbperforshop.blogspot.com/2023/02/market-bper-for-shop_51.html?m=1,phishing,0
https://urgaed-plus.nhk.yuanyanjing.cn/,phishing,0
http://vxpzjmuneu.duckdns.org,phishing,0
https://openseabiog.io/security-issue/,phishing,0
https://rtfkt-animus.com/,phishing,0
https://credx24.com/home/blog,phishing,0
http://www.au-pacccy.aeeseacoaocmeoy.bpadlv.top/AU/page1.php,phishing,0
https://njnjnn.bjhjhjkj.workers.dev/,phishing,0
https://telenosave.builderallwppro.com/log/log/,phishing,0
https://ellington5106.wixsite.com/yahoo-mail,phishing,0
https://abbiewwshores.buzz/office365-RD247-RD900/,phishing,0
