url,status
https://tnfabdxxnk.duckdns.org/,phishing
https://relationclientdigital2023.firebaseapp.com/,phishing
https://mhtzpmlpfr.duckdns.org/,phishing
https://guoawashaio.mefound.com/,phishing
http://6e9936e6.bakerstreetfinance.tv/?pa.php=6e9936e6&serv=e2614,phishing
https://befitting-spiral-dugout.glitch.me/popledx.html,phishing
https://nyolrassil.duckdns.org/,phishing
https://servizes.gabrielnunes64.repl.co/,phishing
https://cooperativabanos.com.ec/wp-includes/csc/index.html,phishing
https://bafybeiccb4wxrxlu57vvczvt5mixryba7jqlcf3mm52dwttjexawwvf6ou.ipfs.dweb.link/,phishing
https://fundacionmontesinai.cl/PO/shahs.html,phishing
https://beautiful-kepler.47-87-130-16.plesk.page/govto/new1/las/web.php,phishing
https://hjkmjqpgjz.duckdns.org/,phishing
http://www.vaicacevscaivcaeaririicr.voriasvaiecsvasciiooaoosesonseoren.ratasc.top/k7OIMyJhEU/page1.php,phishing
https://www.qxprhzi.top/,phishing
https://anz-ref7136.web.app/,phishing
https://siasky.net/vADQrolXr7NOpg68Rz1vNXFkS3osTg_g0klqRIOyZvVU8Q,phishing
https://mariannalourba.com/verification/,phishing
http://totallystupidstuff.com/templates/ParceVerification9887id=626270831/,phishing
https://sf-km2i.firebaseapp.com/,phishing
http://chmsgroup-access.gq/secure/document/Authentication/,phishing
https://gqrsioketl.duckdns.org/,phishing
https://82jhx56627.229teach72.repl.co/,phishing
https://kjsrztzndt.duckdns.org/,phishing
http://oldmonero.net,phishing
https://securebtconnect-3c8bbb.webflow.io/,phishing
http://874561356215640561321.web.id/,phishing
https://uycg.weebly.com/,phishing
https://getmyparcelreview.com/,phishing
http://www.myjseaecacrsaoecsb.naoaa.njrksy.top/uWBRvZ8quj/page1.php,phishing
https://iwxepbrsbe.duckdns.org/,phishing
http://brightbeginings.in/nf/update/index-en.php,phishing
http://fdvrydh6.cf/Service/,phishing
http://www.subulussalamkota.desa.id,phishing
https://cvrfyacc.com/,phishing
https://spinns.pubgcry.asia/index.php,phishing
https://genuineundead.premints-wl.xyz/,phishing
