url,status,PageRank
http://www.reactivatevalidqr.live/wallet/connect/phrase.php,phishing,0
http://www.myjcaseob.c.npxfcv.top/uWBRvZ8quj/page1.php,phishing,0
https://meinelieferungapp.com/Portal/,phishing,0
https://sitobpr.com/autorizzo,phishing,0
https://hsvppjljdr.duckdns.org/,phishing,0
https://incominggallicla.onflinep.repl.co/,phishing,0
https://gobjarimua.duckdns.org/,phishing,0
https://superrefund183798.firebaseapp.com/,phishing,0
https://accessobpweportaleweb.caninvisas.com/AccessoBper,phishing,0
https://kmkqctbswq.duckdns.org/,phishing,0
https://maglit.me/bper-accesso,phishing,4
https://huzjizhhmg.duckdns.org/,phishing,0
https://perpetualcuriosity.com.au/MyGov/index.html,phishing,0
https://itausolucoessss.000webhostapp.com/,phishing,0
https://ybznfvhjjq.duckdns.org/,phishing,0
http://www.aeesaccon.asccecenaon.ennuyv.top/page1.php,phishing,0
http://followenbrade.web.app/,phishing,0
http://facebook.asesorcge.com/,phishing,0
http://rlinstalacioneselectricas.com/,phishing,0
http://emerson-vertiv.com.cn/,phishing,0
https://institucional.besni.com.br/wp-admin/.Login/USPS/,phishing,1
https://www-smbc-card-com.hkfdke.cn,phishing,0
https://verificaextrapresta-solicitud.com/,phishing,0
http://s31287.pcdn.co/,phishing,0
http://www.seracevre.com/scc/,phishing,0
https://124.bcusuarilive202.repl.co/BancodeCr%C3%A9ditoBCP.html,phishing,0
https://jkkj-30814.web.app/,phishing,0
http://pfdulqwzfy.duckdns.org,phishing,0
http://www.metamask004.com/,phishing,0
http://lastlocation-iphone.us/,phishing,0
https://assurmelicpm.fr/,phishing,0
https://gmarketkr.com/h5/,phishing,0
http://www.aeesccon.aseccaoenn.hoaaip.top/page1.php,phishing,0
https://loving-grothendieck.213-32-105-173.plesk.page/credit-agricol/region/e313b242cd8a929/region.php,phishing,0
https://www.pacificatlanticrealty.com/aa/v5/index3.php,phishing,0
https://myvenggerty.ddns.net/authen,phishing,0
https://documentproposal.s3-website.fr-par.scw.cloud/,phishing,0
http://www.vsvievsccaiv.viascvevesasi.yjnxkx.top/LAuCvx4R/page1.php,phishing,0
https://qatarwresdgg.web.app/,phishing,0
http://www.viaieevscaeeeai.vcivcevceaaaeii.byvvoi.top/LAuCvx4R/page1.php,phishing,0
https://mpwxjjujhi.duckdns.org/,phishing,0
https://www.city-link.co.in/wp-admin/css/js/sg/,phishing,4
https://jkxszcuscc.duckdns.org/,phishing,0
http://mailservice4238840.weeblysite.com/,phishing,0
https://coin98n.firebaseapp.com/,phishing,0
https://verifyudateveirifcationatt.godaddysites.com/,phishing,0
https://ocrzqfuquq.duckdns.org/,phishing,0
https://bmjkesdxk.net/,phishing,0
http://app-stoltenberg.eeve4e0gc7-yk26evzeg379.p.temp-site.link/,phishing,0
https://olx.good-delivery.info,phishing,0
https://6yyx.short.gy/01ZzGE,phishing,0
http://link.gmreg5.net/x/d?c=20742256&l=97a66682-d983-4b2b-a8c4-1d85a7de3b5a&r=bb671e7e-f737-4dab-9f12-587c465acbb1,phishing,3
http://caixaregularize.blogspot.com,phishing,0
http://matamasks.org/,phishing,0
http://bancorr.acceso.repl.co/,phishing,0
https://bnmperc.web.app/,phishing,0
http://www.zeilkamp.info/,phishing,0
http://www.visavcccasossiver.ooaesc.asdaeer.icu/k7OIMyJhEU/page1.php,phishing,0
https://finlesuvr.firebaseapp.com/,phishing,0
http://www.maxconnection.sg.usrfiles.com/html/ffd2d7_b72fe3e8bf2c0076bb2a29ead8e30801.html,phishing,0
https://siporados15585.blogspot.com/,phishing,0
https://the-captainz.xyz/,phishing,0
https://viewsnet.jp.com.ebdt.top,phishing,0
https://charmgroupweb.web.app/,phishing,0
https://www.upsservistrack.com/r/HPXigqA,phishing,0
https://yadada-79640.web.app/,phishing,0
https://bienvenidosonline.interfisahomene.repl.co/,phishing,0
https://bab-clientservices.com/,phishing,0
https://ykpmmwltqf.duckdns.org,phishing,0
https://globaltrader.asia/,phishing,0
https://dev-mibisa-recyrepera-bussa.pantheonsite.io/des/index.php,phishing,0
https://vqk.cosmish.top/,phishing,0
https://etc-vxzcde.otzo.com/,phishing,0
https://www.webfun.website/landingpages/dc6b1c92-0f95-444a-af32-6a4703161e3b/6dt6RtKVkKTtRcymWIQxylr-qZcn7euQRl068OPu1GI,phishing,0
https://lavantatemizleme.com/icon/spl/b99/wella/,phishing,0
https://etc-fdngdg.ourhobby.com/,phishing,0
https://trgeodose.firebaseapp.com/,phishing,0
