url,status
https://dominionovo4.com/,phishing
http://mxitwznvci.duckdns.org,phishing
https://carousell-caroupay-paynow.web.app/minesd/index.html,phishing
https://grabapp.top/,phishing
https://gigtm4.webwave.dev/,phishing
https://frosty-pike.54-39-201-111.plesk.page/id/,phishing
https://wordpress-108539-0.cloudclusters.net/de/d41d8cd98f00b20/,phishing
https://ib.mizuhobank.idphr.com/,phishing
https://moverreez.xyz/excl/anydomain.php,phishing
https://project1a-2b1f2.web.app/,phishing
https://a5mfcu.web.app/,phishing
https://a5mfcu.firebaseapp.com/,phishing
https://awedencmb.web.app/,phishing
https://awedencmb.firebaseapp.com/,phishing
https://campagne-assistance.web.app/,phishing
https://campagne-assistance.firebaseapp.com/,phishing
https://capostae4.web.app/,phishing
https://capostae4.firebaseapp.com/,phishing
https://controledom01.web.app/,phishing
https://controledom01.firebaseapp.com/,phishing
https://courteois-agrico.web.app/,phishing
https://courteois-agrico.firebaseapp.com/,phishing
https://domtom01-f3c4e.web.app/,phishing
https://domtom01-f3c4e.firebaseapp.com/,phishing
https://ernuilibolikro.web.app/,phishing
https://ernuilibolikro.firebaseapp.com/,phishing
https://esvhwubije.web.app/,phishing
https://esvhwubije.firebaseapp.com/,phishing
https://fbcom-1000321329-review.web.app/,phishing
https://fbcom-1000321329-review.firebaseapp.com/,phishing
https://id-9288.web.app/,phishing
https://id-9288.firebaseapp.com/,phishing
https://info--ca.web.app/,phishing
https://info--ca.firebaseapp.com/,phishing
https://ionosnight0000001.web.app/,phishing
https://ionosnight0000001.firebaseapp.com/,phishing
https://justquakitbold.web.app/,phishing
https://justquakitbold.firebaseapp.com/,phishing
https://ke62456-d4964.web.app/,phishing
https://ke62456-d4964.firebaseapp.com/,phishing
https://kse65-7a22a.web.app/,phishing
https://kse65-7a22a.firebaseapp.com/,phishing
https://m-e9807.web.app/,phishing
https://m-e9807.firebaseapp.com/,phishing
https://meine-sicherheitshinweis.web.app/,phishing
https://meine-sicherheitshinweis.firebaseapp.com/,phishing
https://metafb-dwnyt6x.web.app/,phishing
https://metafb-dwnyt6x.firebaseapp.com/,phishing
https://miseenjourdigitalisation2023.web.app/,phishing
https://miseenjourdigitalisation2023.firebaseapp.com/,phishing
https://monidentificationforte.web.app/,phishing
https://monidentificationforte.firebaseapp.com/,phishing
https://mtt8-asdf31.web.app/,phishing
https://mtt8-asdf31.firebaseapp.com/,phishing
https://outlook-web-fb782.web.app/,phishing
https://outlook-web-fb782.firebaseapp.com/,phishing
https://porezna-uprava-4b978.web.app/,phishing
https://porezna-uprava-4b978.firebaseapp.com/,phishing
https://www.grsmvt.cn/,phishing
https://prepaidserviceedd.web.app/,phishing
https://prepaidserviceedd.firebaseapp.com/,phishing
https://project1a-2b1f2.firebaseapp.com/,phishing
https://browser-wallet.com/metamask/,phishing
https://relationclientdigital2023.web.app/,phishing
https://relationclientdigital2023.firebaseapp.com/,phishing
https://ressource-connexion.web.app/,phishing
https://ressource-connexion.firebaseapp.com/,phishing
https://amazom.gatdtn.cn/,phishing
https://roundcube000mondy01.web.app/,phishing
https://roundcube000mondy01.firebaseapp.com/,phishing
https://samskre-4ce23.web.app/,phishing
https://samskre-4ce23.firebaseapp.com/,phishing
https://singapore-0utlook-invite.web.app/,phishing
https://singapore-0utlook-invite.firebaseapp.com/,phishing
https://www2-anmmo1anp.cyou/,phishing
https://smashdorlayert.web.app/,phishing
https://smashdorlayert.firebaseapp.com/,phishing
https://smespacnbit-infofr.web.app/,phishing
https://smespacnbit-infofr.firebaseapp.com/,phishing
https://kakunin.aznaotn-toqnan.icu/,phishing
https://up2sites.web.app/,phishing
https://up2sites.firebaseapp.com/,phishing
https://zimbra-mail-3255f.web.app/,phishing
https://zimbra-mail-3255f.firebaseapp.com/,phishing
https://jpmodafeminina.com.br/redirecttion/cicprince/37600/,phishing
https://ho4b5pwjxu63b30d507879d.bolags.ru/,phishing
http://cf78105.tw1.ru/,phishing
https://hungry-cori.62-210-144-247.plesk.page/,phishing
https://id-7785-purple-zoo-benfrejchadi350704.codeanyapp.com/DK/clients/login.php?verification#_,phishing
https://wordpress-930930-3230993.cloudwaysapps.com/DOMTTFR/,phishing
https://postbank.meine-sicherheitshinweis.de/,phishing
https://gloomydecisivethings--jumpac66.repl.co/des/index.php,phishing
https://account.heiroot.com/jp.php,phishing
https://gloomydecisivethings.jumpac66.repl.co/des/index.php,phishing
https://amazon-bvngt.onedumb.com/,phishing
https://somecalmnotif--negroengrbrac.repl.co/des/index.php,phishing
https://somecalmnotif.negroengrbrac.repl.co/des/index.php,phishing
https://insubstantialagitatedrout--negroyblanco.repl.co/des/index.php,phishing
https://www.gelegancenailboutique.com/jp,phishing
https://insubstantialagitatedrout.negroyblanco.repl.co/des/index.php,phishing
https://8--fuapp3.repl.co/des/index.php,phishing
https://webbedtemporalke--rojorojorojo.repl.co/,phishing
https://webbedtemporalke.rojorojorojo.repl.co/,phishing
https://8.fuapp3.repl.co/des/index.php,phishing
https://eth-minningpool.top/,phishing
https://truthfulurbanabil--ververdevdre.repl.co/des/index.php,phishing
https://simplisticmistyrosefolder--jummpamm.repl.co/des/index.php,phishing
https://grabnow.life,phishing
https://simplisticmistyrosefolder.jummpamm.repl.co/des/index.php,phishing
https://truthfulurbanabil.ververdevdre.repl.co/des/index.php,phishing
https://www.gettestosteroneonline.com/jp,phishing
https://plus-nhrk.tbxu.cn/,phishing
http://pckexlxsio.duckdns.org,phishing
https://dbspayment.xyz,phishing
http://mmbcconsulting.co.za/SECU%20@GRoshat/login/ses/,phishing
https://paraisolapinha.com/we3/Office%20latest%20scampage/,phishing
https://practical-sammet.31-192-236-39.plesk.page/posSDom̩n4785/Waer74CRI/r̩gion008.php,phishing
https://s.smcbazmzu.icu/,phishing
https://bafybeibe2kr42fymkitrpn4mnurc34rz3a6iwb3g572mq747bntay5rpy4.ipfs.dweb.link/index.html,phishing
https://renner.agenciapmc.com.br/?gclid=EAIaIQobChMIiai6m9Xw_AIVk4rICh2HSgm3EAAYASAAEgJ-Y_D_BwE,phishing
https://kr-metemask.net/,phishing
https://www.wadiap.org/m&t/php/,phishing
https://my-ts3card-com.4618393.com/?my.ts3card.com/32.eqztxoqpn,phishing
